station_name,metro_line,hour_of_day,day_of_week,month,is_weekend,is_holiday,temperature_c,is_raining,nearby_it_park,train_frequency_min,is_peak_hour,time_category,is_off_day,passenger_count,footfall_category,station_type,delay_minutes,wifi_available,date,fare_inr
Lalbagh,Green,16.0,Monday,December,No,No,25.8,No,No,5.0,No,Evening,No,874.0,Medium,Regular,0.0,Yes,2023-12-08,25.0
South End Circle,Green,18.0,Saturday,November,Yes,No,27.1,No,No,3.0,Yes,Evening,Yes,2738.0,High,Regular,0.0,No,2023-11-04,30.0
Baiyappanahalli,Purple,13.0,,November,No,No,28.0,No,No,5.0,No,Midday,No,2068.0,High,Terminal,5.0,Yes,2024-11-26,10.0
Electronic City,Yellow,8.0,Friday,September,No,No,27.9,Yes,Yes,3.0,Yes,Morning,No,3535.0,High,Regular,5.0,No,2023-09-16,20.0
Nagasandra,Green,15.0,Tuesday,September,No,No,26.3,,No,5.0,No,Evening,No,944.0,Medium,Terminal,0.0,No,2024-09-24,10.0
Tagore Nagar,Yellow,17.0,Sunday,August,Yes,No,32.3,No,No,3.0,Yes,Evening,Yes,,,Regular,2.0,No,2024-08-13,20.0
Deepanjalinagar,Purple,13.0,Friday,January,No,No,25.4,No,No,5.0,No,Midday,No,1984.0,Medium,Regular,2.0,No,2024-01-22,20.0
RV Road,Yellow,21.0,Friday,November,No,No,24.3,,No,8.0,No,Night,No,979.0,Medium,Interchange,0.0,No,2024-11-27,30.0
Banashankari,Yellow,21.0,Saturday,November,Yes,No,27.6,No,No,8.0,No,Night,Yes,596.0,Low,Regular,0.0,Yes,2025-11-25,40.0
Gottigere,Yellow,19.0,Friday,January,No,No,27.6,No,No,3.0,,Evening,No,4461.0,,Regular,0.0,No,2025-01-27,20.0
Jalahalli,Green,15.0,Sunday,July,Yes,No,26.8,No,No,5.0,No,Evening,Yes,731.0,Low,Regular,0.0,No,2024-07-20,15.0
Indiranagar,Purple,16.0,Friday,July,No,No,31.1,,Yes,5.0,No,Evening,No,1170.0,Medium,Regular,2.0,Yes,2025-07-18,15.0
Bommasandra,Yellow,14.0,Saturday,February,Yes,No,20.7,,Yes,5.0,No,Evening,Yes,838.0,Medium,,5.0,No,2025-02-14,50.0
Swami Vivekananda Road,Purple,15.0,Tuesday,July,No,,26.9,Yes,No,5.0,No,Evening,No,956.0,Medium,Regular,0.0,No,2024-07-18,20.0
,Purple,9.0,Thursday,May,No,No,26.5,No,No,3.0,Yes,Morning,No,4020.0,High,Regular,0.0,No,2024-05-05,40.0
Attiguppe,Purple,10.0,Thursday,May,No,No,26.4,No,No,5.0,No,Midday,No,1102.0,Medium,Regular,0.0,No,2024-05-26,40.0
Bommasandra,Yellow,22.0,Saturday,August,Yes,No,25.5,Yes,Yes,,No,Night,Yes,479.0,Low,Terminal,2.0,No,2025-08-09,50.0
Attiguppe,Purple,11.0,Friday,April,No,,20.0,No,No,5.0,No,,No,1246.0,Medium,Regular,2.0,No,2025-04-03,40.0
KR Market,Green,6.0,Friday,April,No,No,22.1,No,,8.0,No,Morning,No,1572.0,Medium,Regular,2.0,No,2023-04-08,20.0
South End Circle,Green,13.0,Sunday,December,Yes,No,,No,No,5.0,No,Midday,Yes,1304.0,Medium,Regular,2.0,No,2024-12-20,30.0
Sandal Soap Factory,Green,21.0,,February,No,No,23.0,No,No,,No,Night,No,1024.0,Medium,Regular,0.0,No,2024-02-22,
KR Market,Green,16.0,Friday,September,No,No,27.8,No,No,5.0,No,Evening,No,1164.0,Medium,Regular,0.0,No,2024-09-10,20.0
Yelachenahalli,Green,9.0,Sunday,September,,No,26.9,No,No,3.0,Yes,Morning,Yes,2573.0,High,Regular,0.0,No,2023-09-22,20.0
,Yellow,16.0,Thursday,May,No,No,24.9,No,No,5.0,No,Evening,No,1141.0,Medium,Regular,2.0,No,2025-05-19,20.0
Whitefield,Purple,11.0,Sunday,December,Yes,No,29.1,No,Yes,5.0,No,Midday,Yes,725.0,Low,Regular,0.0,No,2024-12-21,20.0
Jalahalli,Green,9.0,Saturday,December,Yes,No,28.4,,No,3.0,Yes,Morning,Yes,2457.0,High,Regular,0.0,No,2025-12-03,15.0
Attiguppe,Purple,19.0,Wednesday,August,No,No,35.3,Yes,No,3.0,Yes,Evening,No,3360.0,High,Regular,0.0,No,2025-08-11,40.0
Magadi Road,Purple,15.0,Monday,March,No,No,29.2,No,No,,No,Evening,No,1145.0,Medium,Regular,0.0,No,2025-03-11,20.0
Nagasandra,Green,16.0,Wednesday,August,No,No,26.1,No,No,5.0,No,Evening,No,1363.0,,Terminal,0.0,No,2024-08-17,10.0
Electronic City,Yellow,22.0,Wednesday,March,No,No,24.6,,Yes,8.0,No,Night,No,894.0,Medium,Regular,0.0,No,2024-03-16,20.0
Mysuru Road,Purple,6.0,Wednesday,July,No,No,31.1,No,No,8.0,No,Morning,No,1747.0,Medium,Regular,0.0,No,2023-07-07,
Magadi Road,Purple,13.0,Wednesday,December,No,No,27.1,No,No,5.0,No,Midday,No,2144.0,High,Regular,0.0,No,2024-12-04,20.0
Tagore Nagar,Yellow,8.0,Monday,August,No,No,,No,No,3.0,Yes,Morning,No,3547.0,High,,2.0,No,2023-08-23,20.0
KR Market,Green,9.0,Friday,March,No,No,27.0,No,No,3.0,Yes,Morning,No,3331.0,High,Regular,0.0,No,2024-03-19,20.0
Swami Vivekananda Road,Purple,17.0,Monday,September,No,No,,,No,3.0,Yes,Evening,No,3617.0,High,Regular,5.0,No,2023-09-12,20.0
Magadi Road,Purple,20.0,Tuesday,October,No,No,,No,No,8.0,No,Night,No,882.0,Medium,Regular,0.0,No,2023-10-15,20.0
Whitefield,Purple,9.0,Monday,March,No,,29.2,No,Yes,3.0,Yes,Morning,,4406.0,High,Regular,0.0,No,2023-03-11,20.0
Majestic,Purple,16.0,Tuesday,July,No,No,23.0,No,No,5.0,No,Evening,No,1911.0,Medium,Interchange,2.0,Yes,2023-07-05,
Whitefield,Purple,10.0,Wednesday,December,No,No,30.4,No,Yes,5.0,No,Midday,No,1117.0,Medium,Regular,0.0,No,2025-12-05,20.0
Dasarahalli,Green,16.0,Friday,February,No,No,28.9,No,No,5.0,No,Evening,No,1081.0,Medium,Regular,2.0,No,2025-02-15,10.0
Dasarahalli,Green,17.0,Thursday,May,No,No,27.4,No,No,3.0,Yes,Evening,No,4360.0,High,Regular,2.0,No,2024-05-18,10.0
Dasarahalli,Green,15.0,Saturday,December,Yes,No,25.0,No,No,5.0,No,Evening,Yes,807.0,Medium,,,No,2023-12-11,10.0
Baiyappanahalli,Purple,8.0,Saturday,February,Yes,No,29.5,No,No,3.0,Yes,Morning,Yes,2383.0,High,Terminal,,Yes,2023-02-26,10.0
Majestic,Green,11.0,Saturday,April,Yes,No,28.3,No,No,5.0,No,Midday,Yes,1005.0,Medium,Interchange,0.0,Yes,2023-04-12,25.0
Halasuru,Purple,12.0,Thursday,April,No,No,26.9,No,No,5.0,No,Midday,No,1769.0,Medium,Regular,0.0,Yes,2023-04-02,20.0
Dasarahalli,Green,20.0,Friday,February,No,No,27.2,No,No,8.0,No,Night,No,976.0,Medium,Regular,0.0,No,2025-02-20,10.0
Yeshwanthpur,Green,22.0,Sunday,August,Yes,No,28.9,Yes,Yes,8.0,No,Night,Yes,481.0,Low,Regular,5.0,Yes,2023-08-15,20.0
Dasarahalli,Green,13.0,Wednesday,December,No,No,28.3,No,No,5.0,No,Midday,No,2217.0,High,Regular,0.0,No,2024-12-20,10.0
Majestic,,22.0,Sunday,March,Yes,No,26.2,No,No,8.0,No,Night,Yes,740.0,Low,Interchange,2.0,Yes,2023-03-04,25.0
Bommasandra,Yellow,21.0,Thursday,February,No,No,24.5,No,Yes,8.0,No,Night,No,863.0,Medium,Terminal,0.0,No,2023-02-22,50.0
Trinity,Purple,22.0,Friday,July,No,No,30.9,Yes,No,8.0,No,Night,No,765.0,Low,Regular,2.0,Yes,2024-07-18,20.0
Jayanagar 4th Block,Yellow,21.0,Saturday,September,Yes,No,27.1,No,No,8.0,No,Night,Yes,684.0,Low,,0.0,No,2024-09-06,20.0
Majestic,Purple,13.0,Friday,March,No,No,22.7,No,No,5.0,No,Midday,No,2823.0,High,Interchange,0.0,Yes,2023-03-23,25.0
Peenya,Green,11.0,Sunday,November,Yes,No,27.2,No,Yes,5.0,No,Midday,Yes,872.0,Medium,Regular,0.0,No,2023-11-27,20.0
Kengeri,Purple,22.0,Sunday,July,Yes,,28.0,,No,8.0,No,Night,Yes,561.0,Low,Terminal,0.0,Yes,2024-07-26,50.0
Nagasandra,Green,10.0,Saturday,April,Yes,No,,No,No,5.0,No,Midday,Yes,955.0,Medium,Terminal,2.0,No,2023-04-19,10.0
Halasuru,Purple,19.0,Wednesday,January,No,No,28.5,No,No,3.0,Yes,Evening,No,4124.0,High,Regular,0.0,Yes,2023-01-11,20.0
National College,Green,14.0,Tuesday,October,No,No,,No,No,5.0,No,Evening,No,1155.0,Medium,Regular,0.0,No,2025-10-24,25.0
Hosahalli,Purple,21.0,Sunday,November,Yes,No,27.8,No,No,8.0,No,Night,Yes,636.0,Low,Regular,0.0,No,2024-11-02,20.0
Banashankari,Yellow,17.0,Thursday,August,No,No,30.1,Yes,No,3.0,Yes,Evening,No,3955.0,High,Regular,,Yes,2024-08-27,40.0
Attiguppe,Purple,10.0,Thursday,March,No,No,21.4,No,No,5.0,No,Midday,No,1216.0,Medium,,5.0,No,2024-03-08,40.0
Tagore Nagar,Yellow,13.0,Tuesday,May,No,No,22.3,No,No,5.0,No,Midday,No,1877.0,Medium,Regular,5.0,No,2024-05-11,20.0
Swami Vivekananda Road,Purple,18.0,Friday,January,No,No,28.4,No,No,3.0,Yes,Evening,No,4627.0,High,Regular,10.0,No,2024-01-05,20.0
Lalbagh,Green,12.0,Thursday,September,No,No,27.9,Yes,No,5.0,No,Midday,No,1833.0,Medium,Regular,0.0,Yes,2024-09-18,25.0
Halasuru,Purple,7.0,Wednesday,June,No,No,31.4,,No,3.0,Yes,Morning,No,1424.0,Medium,Regular,0.0,Yes,2025-06-23,20.0
Kengeri,Purple,22.0,Wednesday,February,No,No,,No,No,8.0,No,Night,No,911.0,Medium,Terminal,5.0,Yes,2023-02-18,50.0
Banashankari,Yellow,9.0,Saturday,December,Yes,No,,No,No,3.0,Yes,Morning,Yes,2643.0,High,Regular,2.0,Yes,2024-12-14,40.0
Halasuru,Purple,13.0,Saturday,March,,No,30.4,No,No,5.0,No,Midday,Yes,1372.0,Medium,Regular,5.0,Yes,2024-03-22,20.0
Peenya,Green,14.0,Tuesday,January,No,No,29.8,No,Yes,5.0,No,Evening,No,1357.0,Medium,Regular,5.0,No,2025-01-10,20.0
Gottigere,Yellow,13.0,Friday,July,No,No,26.4,No,No,5.0,No,Midday,No,1990.0,Medium,Regular,2.0,No,2024-07-03,20.0
Majestic,Purple,12.0,Wednesday,October,No,No,31.1,No,No,5.0,No,Midday,No,2708.0,High,Interchange,0.0,Yes,2024-10-09,25.0
,Purple,20.0,Tuesday,October,,No,25.7,No,No,8.0,No,Night,No,877.0,Medium,,0.0,,2023-10-03,
Peenya,Green,12.0,Friday,May,No,No,27.8,No,Yes,5.0,No,Midday,No,1889.0,Medium,Regular,2.0,No,2024-05-11,20.0
Chickpete,Green,14.0,Sunday,January,Yes,No,30.2,No,No,5.0,No,Evening,Yes,739.0,Low,Regular,0.0,No,2023-01-12,20.0
Attiguppe,Purple,18.0,Thursday,March,No,No,26.2,No,No,3.0,Yes,Evening,No,4360.0,High,Regular,0.0,No,2024-03-12,40.0
Chickpete,Green,13.0,Sunday,June,Yes,No,29.9,No,No,5.0,No,Midday,Yes,1316.0,Medium,Regular,0.0,No,2023-06-03,20.0
Baiyappanahalli,Purple,9.0,Monday,December,No,No,30.0,No,No,3.0,,Morning,No,3606.0,High,Terminal,10.0,Yes,2024-12-21,10.0
Hosahalli,Purple,21.0,Tuesday,October,No,No,26.1,No,No,8.0,No,Night,No,901.0,Medium,Regular,0.0,No,2023-10-07,20.0
Tagore Nagar,Yellow,10.0,Tuesday,December,No,No,31.1,No,No,5.0,No,Midday,No,1295.0,Medium,Regular,0.0,No,2024-12-14,20.0
Bommasandra,Yellow,16.0,Thursday,August,No,No,31.0,Yes,Yes,5.0,No,Evening,No,1005.0,Medium,Terminal,0.0,No,2025-08-24,50.0
Trinity,Purple,15.0,,April,Yes,No,26.4,No,No,5.0,No,Evening,Yes,791.0,Low,Regular,0.0,Yes,2023-04-11,20.0
Bommasandra,Yellow,15.0,Monday,January,No,No,24.4,No,Yes,5.0,No,Evening,No,1034.0,Medium,Terminal,5.0,No,2024-01-07,50.0
Electronic City,Yellow,,Sunday,October,Yes,No,,No,Yes,5.0,No,Midday,Yes,1194.0,Medium,Regular,0.0,No,2024-10-25,
Whitefield,Purple,16.0,Friday,November,No,No,,No,Yes,5.0,No,Evening,No,1244.0,Medium,Regular,0.0,No,2023-11-21,20.0
Hebbagodi,Yellow,14.0,Friday,September,No,No,33.7,Yes,Yes,5.0,No,,No,1063.0,Medium,Regular,2.0,No,2025-09-10,20.0
Attiguppe,Purple,21.0,Saturday,November,Yes,No,24.2,No,No,5.0,No,Night,Yes,645.0,Low,Regular,2.0,No,2023-11-11,40.0
,Yellow,8.0,Monday,March,No,No,29.1,No,No,3.0,Yes,Morning,No,3450.0,High,Regular,2.0,No,2024-03-15,20.0
Hosahalli,Purple,12.0,Wednesday,February,No,No,,No,No,5.0,,Midday,No,2118.0,High,,,No,2024-02-19,20.0
Yeshwanthpur,Green,15.0,Saturday,January,Yes,No,28.0,No,Yes,5.0,No,Evening,Yes,786.0,Low,Regular,0.0,Yes,2024-01-16,20.0
Yeshwanthpur,Green,13.0,Wednesday,February,No,No,26.8,No,Yes,,No,Midday,No,1920.0,Medium,Regular,0.0,Yes,2024-02-22,20.0
Peenya,Green,8.0,Friday,December,No,No,27.0,No,Yes,3.0,Yes,Morning,No,4906.0,High,Regular,5.0,No,2023-12-21,20.0
JP Nagar 2nd Phase,Yellow,7.0,Sunday,January,Yes,No,26.3,No,No,,Yes,Morning,Yes,1117.0,Medium,Regular,5.0,No,2023-01-20,20.0
Trinity,Purple,17.0,Sunday,April,Yes,No,27.6,,No,3.0,Yes,Evening,Yes,2881.0,High,Regular,5.0,Yes,2025-04-12,20.0
Mysuru Road,Purple,10.0,Monday,September,No,No,28.4,,No,5.0,No,Midday,No,1225.0,Medium,Regular,,No,2024-09-18,
Banashankari,Yellow,16.0,Wednesday,February,No,No,28.6,No,No,5.0,No,Evening,No,,Medium,,0.0,Yes,2025-02-23,40.0
Gottigere,Yellow,7.0,Friday,April,No,No,24.8,No,No,3.0,Yes,Morning,No,1460.0,Medium,Regular,2.0,,2025-04-13,20.0
Yeshwanthpur,Green,22.0,Sunday,August,Yes,No,24.3,No,Yes,8.0,No,Night,Yes,567.0,Low,Regular,2.0,Yes,2025-08-05,20.0
Bommasandra,Yellow,14.0,Friday,July,No,No,26.8,No,Yes,5.0,No,Evening,No,1205.0,Medium,Terminal,0.0,No,2024-07-04,50.0
Indiranagar,Purple,20.0,Monday,May,,No,27.2,No,Yes,8.0,No,Night,No,750.0,Low,Regular,2.0,Yes,2024-05-14,15.0
Peenya,Green,20.0,Thursday,February,,,29.6,No,Yes,,No,Night,No,978.0,Medium,Regular,2.0,No,2025-02-08,20.0
Magadi Road,Purple,21.0,Monday,September,No,No,32.0,No,No,8.0,No,Night,No,774.0,Low,Regular,2.0,No,2024-09-09,20.0
Whitefield,Purple,11.0,Monday,May,No,No,25.4,No,Yes,5.0,No,Midday,No,1336.0,Medium,Regular,0.0,No,2023-05-25,20.0
Peenya,Green,9.0,Tuesday,August,No,No,25.3,No,Yes,3.0,Yes,Morning,No,4813.0,High,Regular,0.0,No,2025-08-19,20.0
National College,Green,15.0,Tuesday,January,No,No,,No,No,5.0,No,Evening,No,1109.0,Medium,Regular,0.0,No,2025-01-03,25.0
Mysuru Road,Purple,22.0,Saturday,May,Yes,No,23.6,No,No,8.0,No,Night,Yes,598.0,Low,Regular,0.0,No,2024-05-05,40.0
Nagasandra,Green,21.0,Thursday,June,No,No,28.7,No,No,8.0,No,Night,,887.0,Medium,Terminal,0.0,No,2023-06-21,10.0
Lalbagh,Green,18.0,Saturday,December,Yes,No,24.5,No,No,3.0,Yes,Evening,Yes,2514.0,High,Regular,2.0,Yes,2024-12-26,25.0
South End Circle,Green,22.0,Thursday,June,No,,21.2,No,No,8.0,No,Night,No,939.0,Medium,Regular,0.0,No,2025-06-18,30.0
Banashankari,Yellow,13.0,Tuesday,September,No,No,,No,No,,No,Midday,No,1907.0,Medium,Regular,0.0,Yes,2025-09-01,40.0
,Yellow,9.0,Sunday,January,Yes,,,No,No,,Yes,Morning,Yes,2250.0,High,Regular,2.0,No,2023-01-08,20.0
Majestic,Green,11.0,Monday,May,,No,24.9,No,No,5.0,No,Midday,No,1737.0,Medium,Interchange,0.0,,2023-05-19,25.0
,Purple,17.0,Sunday,October,Yes,No,27.0,No,No,3.0,Yes,Evening,Yes,2789.0,High,Regular,0.0,No,2025-10-17,40.0
Lalbagh,Green,8.0,Saturday,August,Yes,No,26.4,No,No,3.0,Yes,Morning,Yes,2353.0,High,Regular,5.0,Yes,2024-08-17,25.0
Banashankari,Yellow,22.0,Sunday,January,Yes,,25.1,No,No,8.0,No,Night,Yes,518.0,Low,Regular,0.0,Yes,2024-01-11,40.0
Bommasandra,,12.0,Tuesday,October,No,No,26.6,No,Yes,5.0,No,Midday,No,1993.0,Medium,Terminal,0.0,No,2025-10-02,50.0
RV Road,Yellow,11.0,Sunday,September,Yes,No,24.9,No,No,5.0,No,Midday,Yes,816.0,Medium,Interchange,0.0,No,2023-09-06,30.0
,Yellow,19.0,Tuesday,May,No,No,,No,No,3.0,Yes,Evening,No,4558.0,,Regular,5.0,No,2024-05-22,20.0
Jayanagar 4th Block,Yellow,14.0,Monday,November,No,,32.6,No,No,5.0,No,Evening,No,1243.0,Medium,Regular,0.0,No,2023-11-14,20.0
,Yellow,8.0,Friday,October,No,No,30.4,,No,5.0,Yes,Morning,No,3487.0,,Regular,2.0,No,2024-10-03,20.0
Jalahalli,Green,21.0,Monday,May,No,No,28.0,No,No,8.0,No,Night,No,997.0,Medium,Regular,0.0,No,2025-05-12,15.0
Deepanjalinagar,Purple,22.0,Thursday,October,No,No,25.1,No,No,8.0,No,Night,No,921.0,Medium,Regular,0.0,No,,20.0
Whitefield,Purple,12.0,Monday,January,No,No,27.8,No,Yes,5.0,No,Midday,No,2001.0,High,Regular,0.0,No,2025-01-12,20.0
Swami Vivekananda Road,Purple,21.0,Sunday,April,Yes,No,,No,No,8.0,No,Night,,,Low,Regular,0.0,No,2024-04-13,20.0
Electronic City,Yellow,9.0,Thursday,May,No,No,26.4,No,Yes,3.0,Yes,Morning,No,4695.0,High,Regular,2.0,No,2024-05-02,20.0
Peenya,Green,7.0,Wednesday,November,No,No,21.0,No,Yes,3.0,Yes,Morning,No,1759.0,Medium,Regular,5.0,No,2023-11-02,20.0
Hebbagodi,Yellow,,Wednesday,August,No,No,25.6,Yes,Yes,5.0,No,Midday,No,,,Regular,5.0,No,2024-08-15,20.0
Nagasandra,Green,13.0,Tuesday,June,No,No,26.5,No,No,5.0,No,Midday,No,1890.0,Medium,Terminal,0.0,No,2024-06-23,10.0
South End Circle,Green,12.0,Thursday,February,No,No,27.8,No,No,5.0,No,Midday,No,2048.0,High,Regular,0.0,No,2023-02-17,
Lalbagh,Green,14.0,Sunday,July,Yes,No,27.2,No,No,5.0,No,Evening,Yes,672.0,Low,Regular,2.0,Yes,2024-07-07,25.0
Whitefield,Purple,11.0,Saturday,March,Yes,No,29.9,No,Yes,5.0,No,Midday,Yes,792.0,Low,Regular,0.0,No,2024-03-14,20.0
Banashankari,Yellow,11.0,Tuesday,February,No,No,27.5,No,No,5.0,No,Midday,No,1322.0,Medium,Regular,0.0,Yes,2025-02-12,40.0
Trinity,,19.0,Sunday,July,Yes,No,26.6,No,No,3.0,Yes,Evening,Yes,,High,Regular,,Yes,2024-07-17,20.0
Kengeri,Purple,12.0,Sunday,March,Yes,No,27.9,,No,5.0,No,Midday,Yes,1375.0,Medium,Terminal,0.0,Yes,2025-03-14,50.0
Hosahalli,Purple,11.0,Thursday,March,No,No,26.1,,No,5.0,No,Midday,No,1209.0,Medium,Regular,5.0,No,2023-03-06,20.0
Swami Vivekananda Road,Purple,7.0,,,No,No,,No,,3.0,Yes,Morning,No,1395.0,Medium,Regular,5.0,No,2023-03-19,20.0
Jayanagar,Green,,Tuesday,June,No,No,29.2,No,No,5.0,No,Evening,No,1192.0,Medium,Regular,0.0,No,2024-06-24,30.0
Majestic,Purple,14.0,Wednesday,October,No,No,21.8,No,No,,No,Evening,No,1650.0,Medium,Interchange,0.0,Yes,2024-10-06,25.0
Lalbagh,Green,12.0,Saturday,November,Yes,No,27.5,No,No,5.0,No,Midday,Yes,1289.0,Medium,Regular,0.0,Yes,2023-11-27,25.0
Tagore Nagar,Yellow,20.0,Sunday,April,Yes,,28.0,No,No,8.0,No,Night,Yes,522.0,Low,Regular,0.0,No,2025-04-18,20.0
Nagasandra,Green,15.0,Thursday,July,No,No,32.9,,No,5.0,No,Evening,No,993.0,Medium,Terminal,0.0,No,2025-07-24,10.0
Jayanagar 4th Block,Yellow,17.0,Friday,September,No,No,23.7,No,No,3.0,Yes,Evening,No,3704.0,High,Regular,2.0,No,2024-09-05,20.0
Chickpete,Green,10.0,Thursday,July,No,No,27.0,No,No,5.0,No,Midday,No,1271.0,Medium,Regular,2.0,No,2023-07-24,20.0
,Yellow,10.0,Monday,January,No,No,27.9,No,No,5.0,No,Midday,No,1291.0,Medium,Interchange,0.0,No,2025-01-24,30.0
Bommasandra,Yellow,13.0,Saturday,December,Yes,No,27.8,,Yes,5.0,No,Midday,Yes,1318.0,Medium,Terminal,0.0,No,2024-12-06,50.0
Nagasandra,Green,10.0,Friday,July,No,No,29.4,No,No,,No,Midday,No,1267.0,Medium,Terminal,5.0,No,2025-07-02,10.0
Trinity,Purple,11.0,Thursday,September,No,No,21.6,Yes,No,5.0,No,,No,1062.0,Medium,Regular,2.0,Yes,2025-09-08,20.0
Nagasandra,Green,7.0,Wednesday,March,No,No,30.2,No,No,,Yes,Morning,No,1460.0,Medium,Terminal,2.0,No,2025-03-15,10.0
Whitefield,Purple,11.0,Saturday,August,Yes,No,20.5,,Yes,5.0,No,Midday,Yes,624.0,,Regular,0.0,No,2024-08-15,20.0
Mysuru Road,Purple,22.0,Sunday,January,Yes,No,27.3,No,No,8.0,No,Night,Yes,557.0,Low,Regular,0.0,No,2023-01-11,40.0
Bommasandra,Yellow,7.0,Thursday,May,No,No,27.0,No,Yes,3.0,Yes,Morning,No,1345.0,Medium,Terminal,0.0,No,2024-05-22,50.0
Chickpete,Green,13.0,Saturday,September,Yes,,33.6,No,No,5.0,No,Midday,Yes,1417.0,Medium,Regular,0.0,No,2024-09-22,20.0
Kengeri,Purple,18.0,Friday,January,No,No,26.3,No,No,3.0,Yes,Evening,No,3575.0,High,Terminal,5.0,Yes,2025-01-24,50.0
Kengeri,Purple,16.0,Sunday,May,Yes,No,30.0,No,No,5.0,No,Evening,Yes,860.0,Medium,Terminal,0.0,Yes,2023-05-01,50.0
Halasuru,Purple,11.0,Sunday,December,Yes,No,30.2,No,No,5.0,No,Midday,Yes,767.0,Low,Regular,0.0,Yes,2023-12-18,20.0
Vijayanagar,Purple,16.0,Sunday,August,Yes,No,26.0,No,No,5.0,No,Evening,Yes,813.0,Medium,Regular,0.0,No,2025-08-12,30.0
Electronic City,Yellow,15.0,Thursday,May,No,No,22.2,No,Yes,5.0,No,Evening,No,1195.0,Medium,Regular,0.0,No,2025-05-12,20.0
Baiyappanahalli,Purple,9.0,Monday,March,,No,30.9,No,,3.0,Yes,Morning,No,3336.0,High,Terminal,5.0,Yes,2025-03-25,10.0
JP Nagar 2nd Phase,Yellow,10.0,Friday,June,,No,31.8,Yes,No,5.0,No,Midday,No,988.0,Medium,Regular,2.0,No,2025-06-11,20.0
Whitefield,Purple,18.0,Saturday,February,Yes,No,30.6,No,Yes,3.0,Yes,Evening,Yes,,,Regular,2.0,No,2024-02-08,20.0
Magadi Road,Purple,7.0,Friday,June,No,No,21.7,No,No,3.0,Yes,Morning,No,1636.0,Medium,Regular,0.0,No,2024-06-07,20.0
Nagasandra,Green,17.0,Wednesday,November,No,No,24.3,No,No,3.0,Yes,Evening,No,4426.0,High,Terminal,2.0,No,2025-11-23,10.0
Jalahalli,Green,19.0,Monday,March,No,No,27.9,No,No,3.0,Yes,Evening,No,3959.0,High,Regular,2.0,No,2024-03-21,15.0
Peenya,Green,10.0,Tuesday,May,No,No,29.9,No,Yes,5.0,No,Midday,No,1053.0,Medium,Regular,0.0,No,2024-05-02,20.0
Trinity,Purple,20.0,Friday,July,No,No,21.8,No,No,8.0,No,Night,,911.0,Medium,Regular,0.0,Yes,2023-07-11,20.0
Vijayanagar,Purple,22.0,Friday,May,No,No,26.9,No,No,8.0,No,Night,No,935.0,Medium,Regular,0.0,No,2024-05-22,30.0
Peenya,Green,19.0,Sunday,October,Yes,No,25.2,No,,3.0,Yes,Evening,Yes,,,Regular,2.0,No,2025-10-10,20.0
Swami Vivekananda Road,Purple,22.0,Tuesday,May,No,No,30.2,No,No,8.0,No,Night,No,999.0,Medium,Regular,0.0,No,2023-05-03,20.0
Magadi Road,Purple,16.0,Friday,June,No,No,30.4,No,No,5.0,No,Evening,No,1060.0,Medium,,0.0,No,2023-06-20,20.0
Peenya,Green,15.0,Thursday,July,No,No,32.1,Yes,Yes,5.0,No,Evening,No,918.0,Medium,Regular,0.0,No,2024-07-10,20.0
Mysuru Road,Purple,19.0,Friday,June,No,No,23.5,Yes,No,3.0,Yes,Evening,No,3160.0,High,Regular,2.0,No,2023-06-27,40.0
Electronic City,Yellow,8.0,Sunday,October,Yes,No,23.2,No,Yes,3.0,Yes,Morning,Yes,3050.0,High,Regular,2.0,No,2023-10-18,20.0
Bommasandra,Yellow,9.0,Sunday,April,Yes,No,21.4,No,Yes,3.0,Yes,Morning,Yes,3563.0,High,Terminal,5.0,No,2024-04-14,50.0
Halasuru,Purple,15.0,Tuesday,May,No,No,27.0,No,No,5.0,No,Evening,No,1168.0,Medium,Regular,0.0,Yes,2025-05-18,20.0
Jalahalli,Green,17.0,Tuesday,January,,No,27.3,No,No,3.0,Yes,Evening,No,4354.0,High,Regular,0.0,No,2024-01-24,15.0
Hebbagodi,Yellow,14.0,Sunday,June,Yes,,27.4,No,Yes,5.0,No,Evening,Yes,841.0,Medium,Regular,0.0,No,2023-06-08,20.0
Tagore Nagar,Yellow,10.0,Thursday,February,No,No,25.4,No,No,,No,Midday,No,1263.0,Medium,Regular,0.0,No,2023-02-10,20.0
RV Road,Yellow,6.0,Saturday,October,Yes,No,26.7,No,No,8.0,No,Morning,Yes,887.0,Medium,Interchange,0.0,No,2024-10-22,30.0
Attiguppe,Purple,8.0,Sunday,July,Yes,No,26.2,Yes,No,5.0,Yes,Morning,Yes,2136.0,,Regular,2.0,No,2024-07-13,40.0
Majestic,Purple,8.0,Thursday,February,No,No,29.2,No,No,3.0,Yes,Morning,No,5269.0,High,Interchange,,Yes,2025-02-21,25.0
Jalahalli,Green,7.0,Monday,December,No,No,27.3,No,No,3.0,Yes,Morning,No,1455.0,Medium,Regular,2.0,No,2024-12-08,15.0
Baiyappanahalli,Purple,16.0,Monday,August,No,No,30.8,No,No,5.0,No,Evening,No,1140.0,Medium,Terminal,0.0,Yes,2025-08-04,10.0
Sandal Soap Factory,Green,9.0,Wednesday,December,No,No,27.9,,No,3.0,Yes,Morning,No,3689.0,High,Regular,2.0,No,2023-12-27,20.0
